year,month,place,state,rainfall_mm,elevation_m,slope_deg,soil_type,landslide
2015,4,Srinagar,Jammu and Kashmir,20.0,1592.28,22.94,rocky,0
2015,5,Srinagar,Jammu and Kashmir,113.14,1574.5,16.29,rocky,0
2015,6,Srinagar,Jammu and Kashmir,366.39,1557.36,17.63,rocky,0
2015,7,Srinagar,Jammu and Kashmir,553.66,1571.37,30.78,rocky,1
2015,8,Srinagar,Jammu and Kashmir,456.97,1600.69,19.28,rocky,1
2015,9,Srinagar,Jammu and Kashmir,193.24,1572.05,21.1,rocky,0
2015,10,Srinagar,Jammu and Kashmir,27.76,1609.01,17.87,rocky,0
2015,11,Srinagar,Jammu and Kashmir,62.65,1567.56,20.04,rocky,0
2015,12,Srinagar,Jammu and Kashmir,20.48,1615.69,23.46,rocky,0
2016,1,Srinagar,Jammu and Kashmir,112.74,1524.91,26.18,rocky,0
2016,2,Srinagar,Jammu and Kashmir,20.0,1550.23,20.55,rocky,0
2016,3,Srinagar,Jammu and Kashmir,20.0,1579.31,24.15,rocky,0
2016,4,Srinagar,Jammu and Kashmir,20.0,1614.76,26.72,rocky,1
2016,5,Srinagar,Jammu and Kashmir,61.45,1585.94,25.28,rocky,0
2016,6,Srinagar,Jammu and Kashmir,147.74,1535.25,19.98,rocky,0
2016,7,Srinagar,Jammu and Kashmir,401.42,1626.78,19.3,rocky,0
2016,8,Srinagar,Jammu and Kashmir,462.1,1582.02,22.28,rocky,0
2016,9,Srinagar,Jammu and Kashmir,236.66,1601.15,18.7,rocky,1
2016,10,Srinagar,Jammu and Kashmir,103.14,1589.08,18.81,rocky,0
2016,11,Srinagar,Jammu and Kashmir,129.91,1601.81,22.5,rocky,0
2016,12,Srinagar,Jammu and Kashmir,117.66,1603.66,19.97,rocky,0
2017,1,Srinagar,Jammu and Kashmir,196.12,1596.04,25.68,rocky,0
2017,2,Srinagar,Jammu and Kashmir,220.99,1602.69,20.95,rocky,1
2017,3,Srinagar,Jammu and Kashmir,95.78,1546.39,23.48,rocky,0
2017,4,Srinagar,Jammu and Kashmir,29.79,1542.07,18.29,rocky,1
2017,5,Srinagar,Jammu and Kashmir,103.91,1585.63,19.85,rocky,0
2017,6,Srinagar,Jammu and Kashmir,321.69,1587.94,27.2,rocky,0
2017,7,Srinagar,Jammu and Kashmir,429.8,1637.63,22.1,rocky,0
2017,8,Srinagar,Jammu and Kashmir,514.73,1604.88,19.69,rocky,0
2017,9,Srinagar,Jammu and Kashmir,364.82,1585.02,24.06,rocky,1
2017,10,Srinagar,Jammu and Kashmir,113.29,1554.96,23.36,rocky,0
2017,11,Srinagar,Jammu and Kashmir,35.8,1625.58,27.97,rocky,0
2017,12,Srinagar,Jammu and Kashmir,105.64,1628.65,23.5,rocky,0
2018,1,Srinagar,Jammu and Kashmir,123.14,1606.59,22.51,rocky,1
2018,2,Srinagar,Jammu and Kashmir,20.0,1547.54,25.43,rocky,0
2018,3,Srinagar,Jammu and Kashmir,30.39,1579.65,24.51,rocky,0
2018,4,Srinagar,Jammu and Kashmir,20.0,1612.49,21.43,rocky,0
2018,5,Srinagar,Jammu and Kashmir,105.59,1639.46,22.58,rocky,0
2018,6,Srinagar,Jammu and Kashmir,352.28,1583.11,26.98,rocky,0
2018,7,Srinagar,Jammu and Kashmir,518.14,1577.06,22.35,rocky,1
2018,8,Srinagar,Jammu and Kashmir,369.68,1583.91,20.76,rocky,1
2018,9,Srinagar,Jammu and Kashmir,180.12,1597.56,19.33,rocky,0
2018,10,Srinagar,Jammu and Kashmir,96.17,1567.14,22.46,rocky,0
2018,11,Srinagar,Jammu and Kashmir,135.71,1608.85,25.66,rocky,1
2018,12,Srinagar,Jammu and Kashmir,70.65,1617.4,23.7,rocky,0
2019,1,Srinagar,Jammu and Kashmir,182.68,1610.5,20.91,rocky,0
2019,2,Srinagar,Jammu and Kashmir,159.8,1588.99,27.3,rocky,0
2019,3,Srinagar,Jammu and Kashmir,103.0,1603.06,20.9,rocky,1
2019,4,Srinagar,Jammu and Kashmir,145.75,1605.65,18.62,rocky,0
2019,5,Srinagar,Jammu and Kashmir,134.63,1547.29,22.55,rocky,0
2019,6,Srinagar,Jammu and Kashmir,255.82,1617.56,24.22,rocky,0
2019,7,Srinagar,Jammu and Kashmir,593.14,1593.01,25.66,rocky,1
2019,8,Srinagar,Jammu and Kashmir,422.42,1568.57,19.7,rocky,0
2019,9,Srinagar,Jammu and Kashmir,336.0,1583.99,24.24,rocky,1
2019,10,Srinagar,Jammu and Kashmir,123.95,1591.14,24.11,rocky,0
2019,11,Srinagar,Jammu and Kashmir,31.44,1587.19,22.7,rocky,0
2019,12,Srinagar,Jammu and Kashmir,137.52,1557.47,22.54,rocky,0
2020,1,Srinagar,Jammu and Kashmir,156.61,1643.45,19.42,rocky,0
2020,2,Srinagar,Jammu and Kashmir,49.23,1561.15,23.36,rocky,0
2020,3,Srinagar,Jammu and Kashmir,115.97,1605.56,19.49,rocky,0
2020,4,Srinagar,Jammu and Kashmir,72.19,1596.56,18.3,rocky,0
2020,5,Srinagar,Jammu and Kashmir,46.5,1614.3,26.49,rocky,1
2020,6,Srinagar,Jammu and Kashmir,209.78,1585.81,27.45,rocky,0
2020,7,Srinagar,Jammu and Kashmir,514.27,1612.25,20.29,rocky,0
2020,8,Srinagar,Jammu and Kashmir,521.53,1531.52,21.56,rocky,1
2020,9,Srinagar,Jammu and Kashmir,429.63,1632.3,19.35,rocky,1
2020,10,Srinagar,Jammu and Kashmir,40.59,1567.07,20.97,rocky,0
2020,11,Srinagar,Jammu and Kashmir,58.88,1581.04,19.25,rocky,0
2020,12,Srinagar,Jammu and Kashmir,20.0,1536.51,24.67,rocky,0
2021,1,Srinagar,Jammu and Kashmir,153.98,1581.15,21.51,rocky,0
2021,2,Srinagar,Jammu and Kashmir,20.0,1575.11,28.72,rocky,0
2021,3,Srinagar,Jammu and Kashmir,143.67,1577.36,16.81,rocky,1
2021,4,Srinagar,Jammu and Kashmir,164.76,1581.38,25.37,rocky,0
2021,5,Srinagar,Jammu and Kashmir,150.8,1558.09,19.98,rocky,0
2021,6,Srinagar,Jammu and Kashmir,166.86,1545.42,20.47,rocky,0
2021,7,Srinagar,Jammu and Kashmir,395.96,1557.57,28.88,rocky,0
2021,8,Srinagar,Jammu and Kashmir,523.89,1554.7,28.48,rocky,0
2021,9,Srinagar,Jammu and Kashmir,246.03,1552.39,19.32,rocky,0
2021,10,Srinagar,Jammu and Kashmir,171.11,1585.42,20.61,rocky,0
2021,11,Srinagar,Jammu and Kashmir,80.59,1632.0,23.56,rocky,0
2021,12,Srinagar,Jammu and Kashmir,42.33,1563.12,20.63,rocky,0
2022,1,Srinagar,Jammu and Kashmir,156.39,1569.21,22.16,rocky,1
2022,2,Srinagar,Jammu and Kashmir,119.85,1629.18,18.81,rocky,1
2022,3,Srinagar,Jammu and Kashmir,131.97,1569.88,23.49,rocky,0
2022,4,Srinagar,Jammu and Kashmir,136.76,1554.36,19.48,rocky,0
2022,5,Srinagar,Jammu and Kashmir,34.85,1575.34,15.38,rocky,0
2022,6,Srinagar,Jammu and Kashmir,233.61,1575.32,18.71,rocky,0
2022,7,Srinagar,Jammu and Kashmir,431.83,1581.05,22.92,rocky,0
2022,8,Srinagar,Jammu and Kashmir,499.51,1635.88,23.07,rocky,1
2022,9,Srinagar,Jammu and Kashmir,330.18,1575.94,24.23,rocky,0
2022,10,Srinagar,Jammu and Kashmir,33.31,1583.06,20.63,rocky,0
2022,11,Srinagar,Jammu and Kashmir,123.49,1554.77,22.17,rocky,0
2022,12,Srinagar,Jammu and Kashmir,109.38,1562.04,23.92,rocky,0
2023,1,Srinagar,Jammu and Kashmir,178.76,1577.12,21.28,rocky,0
2023,2,Srinagar,Jammu and Kashmir,118.92,1609.69,19.74,rocky,0
2023,3,Srinagar,Jammu and Kashmir,71.03,1570.36,21.34,rocky,0
2023,4,Srinagar,Jammu and Kashmir,110.23,1571.23,20.15,rocky,0
2023,5,Srinagar,Jammu and Kashmir,20.0,1609.46,19.57,rocky,0
2023,6,Srinagar,Jammu and Kashmir,418.29,1565.34,24.07,rocky,0
2023,7,Srinagar,Jammu and Kashmir,598.64,1571.78,24.87,rocky,1
2023,8,Srinagar,Jammu and Kashmir,483.33,1596.43,17.72,rocky,0
2023,9,Srinagar,Jammu and Kashmir,262.85,1600.48,26.18,rocky,0
2023,10,Srinagar,Jammu and Kashmir,20.0,1602.93,22.53,rocky,1
2023,11,Srinagar,Jammu and Kashmir,133.29,1573.88,22.42,rocky,0
2023,12,Srinagar,Jammu and Kashmir,65.91,1630.19,22.9,rocky,1
2024,1,Srinagar,Jammu and Kashmir,88.95,1585.79,22.23,rocky,0
2024,2,Srinagar,Jammu and Kashmir,175.21,1582.11,17.25,rocky,1
2024,3,Srinagar,Jammu and Kashmir,148.18,1533.07,21.29,rocky,0
2024,4,Srinagar,Jammu and Kashmir,20.0,1624.34,20.27,rocky,0
2024,5,Srinagar,Jammu and Kashmir,129.24,1619.76,27.36,rocky,0
2024,6,Srinagar,Jammu and Kashmir,178.23,1575.81,20.62,rocky,0
2024,7,Srinagar,Jammu and Kashmir,453.6,1580.71,25.3,rocky,0
2024,8,Srinagar,Jammu and Kashmir,498.12,1578.59,17.99,rocky,0
2024,9,Srinagar,Jammu and Kashmir,336.54,1572.12,21.62,rocky,1
2024,10,Srinagar,Jammu and Kashmir,174.93,1627.54,21.89,rocky,0
2024,11,Srinagar,Jammu and Kashmir,192.93,1545.25,20.01,rocky,0
2024,12,Srinagar,Jammu and Kashmir,147.41,1539.16,22.78,rocky,0
2025,1,Srinagar,Jammu and Kashmir,80.43,1597.61,23.56,rocky,0
2025,2,Srinagar,Jammu and Kashmir,191.31,1559.19,21.54,rocky,0
2025,3,Srinagar,Jammu and Kashmir,20.0,1593.29,23.09,rocky,0
2025,4,Srinagar,Jammu and Kashmir,131.98,1581.55,21.3,rocky,0
2025,5,Srinagar,Jammu and Kashmir,180.53,1588.44,20.35,rocky,0
2025,6,Srinagar,Jammu and Kashmir,242.58,1543.29,21.35,rocky,0
2025,7,Srinagar,Jammu and Kashmir,422.97,1551.51,22.41,rocky,0
2025,8,Srinagar,Jammu and Kashmir,542.9,1572.51,21.81,rocky,1
2025,9,Srinagar,Jammu and Kashmir,244.59,1607.54,24.35,rocky,1
2025,10,Srinagar,Jammu and Kashmir,75.99,1570.11,22.1,rocky,0
2025,11,Srinagar,Jammu and Kashmir,86.0,1609.25,18.7,rocky,0
2025,12,Srinagar,Jammu and Kashmir,170.82,1555.51,23.85,rocky,1
2015,1,Chamoli,Uttarakhand,20.79,1295.79,35.8,rocky,0
2015,2,Chamoli,Uttarakhand,145.5,1296.19,32.96,rocky,0
2015,3,Chamoli,Uttarakhand,76.37,1300.94,33.06,rocky,0
2015,4,Chamoli,Uttarakhand,20.0,1271.61,30.9,rocky,0
2015,5,Chamoli,Uttarakhand,120.08,1317.33,27.92,rocky,0
2015,6,Chamoli,Uttarakhand,290.3,1264.17,34.36,rocky,0
2015,7,Chamoli,Uttarakhand,471.08,1302.7,31.28,rocky,0
2015,8,Chamoli,Uttarakhand,524.58,1311.81,31.66,rocky,0
2015,9,Chamoli,Uttarakhand,254.95,1310.96,29.89,rocky,1
2015,10,Chamoli,Uttarakhand,81.47,1301.23,34.63,rocky,1
2015,11,Chamoli,Uttarakhand,55.19,1269.42,38.27,rocky,0
2015,12,Chamoli,Uttarakhand,149.89,1314.75,41.62,rocky,0
2016,1,Chamoli,Uttarakhand,92.71,1298.13,32.89,rocky,0
2016,2,Chamoli,Uttarakhand,101.76,1329.18,35.5,rocky,0
2016,3,Chamoli,Uttarakhand,148.34,1311.5,38.62,rocky,1
2016,4,Chamoli,Uttarakhand,142.63,1313.78,36.64,rocky,0
2016,5,Chamoli,Uttarakhand,82.61,1274.42,34.84,rocky,0
2016,6,Chamoli,Uttarakhand,270.3,1339.16,36.22,rocky,0
2016,7,Chamoli,Uttarakhand,567.04,1328.92,35.19,rocky,1
2016,8,Chamoli,Uttarakhand,525.1,1297.58,33.58,rocky,0
2016,9,Chamoli,Uttarakhand,357.04,1327.8,36.06,rocky,0
2016,10,Chamoli,Uttarakhand,198.71,1291.54,36.09,rocky,0
2016,11,Chamoli,Uttarakhand,202.11,1295.16,34.66,rocky,1
2016,12,Chamoli,Uttarakhand,143.8,1299.13,36.19,rocky,1
2017,1,Chamoli,Uttarakhand,88.96,1303.97,37.47,rocky,0
2017,2,Chamoli,Uttarakhand,56.67,1283.7,34.13,rocky,1
2017,3,Chamoli,Uttarakhand,92.61,1293.25,29.37,rocky,0
2017,4,Chamoli,Uttarakhand,123.36,1312.93,37.8,rocky,0
2017,5,Chamoli,Uttarakhand,42.61,1253.99,37.98,rocky,0
2017,6,Chamoli,Uttarakhand,338.39,1313.04,25.97,rocky,0
2017,7,Chamoli,Uttarakhand,526.02,1298.51,28.9,rocky,0
2017,8,Chamoli,Uttarakhand,596.99,1322.95,36.06,rocky,1
2017,9,Chamoli,Uttarakhand,473.58,1319.19,33.99,rocky,1
2017,10,Chamoli,Uttarakhand,259.07,1301.53,29.13,rocky,0
2017,11,Chamoli,Uttarakhand,20.0,1283.64,27.85,rocky,0
2017,12,Chamoli,Uttarakhand,204.47,1305.82,30.59,rocky,1
2018,1,Chamoli,Uttarakhand,70.42,1280.94,31.72,rocky,0
2018,2,Chamoli,Uttarakhand,53.75,1303.38,33.06,rocky,1
2018,3,Chamoli,Uttarakhand,28.08,1344.92,31.44,rocky,0
2018,4,Chamoli,Uttarakhand,20.0,1291.88,35.87,rocky,0
2018,5,Chamoli,Uttarakhand,109.46,1291.39,31.75,rocky,0
2018,6,Chamoli,Uttarakhand,339.98,1297.86,35.13,rocky,0
2018,7,Chamoli,Uttarakhand,463.44,1307.48,36.5,rocky,0
2018,8,Chamoli,Uttarakhand,445.76,1260.28,28.38,rocky,1
2018,9,Chamoli,Uttarakhand,257.68,1276.9,30.24,rocky,0
2018,10,Chamoli,Uttarakhand,64.05,1306.17,37.95,rocky,0
2018,11,Chamoli,Uttarakhand,150.19,1319.42,34.09,rocky,0
2018,12,Chamoli,Uttarakhand,122.63,1287.75,33.71,rocky,0
2019,1,Chamoli,Uttarakhand,108.73,1287.1,31.22,rocky,0
2019,2,Chamoli,Uttarakhand,58.42,1319.36,34.54,rocky,0
2019,3,Chamoli,Uttarakhand,64.86,1324.93,37.38,rocky,0
2019,4,Chamoli,Uttarakhand,50.7,1297.98,36.4,rocky,0
2019,5,Chamoli,Uttarakhand,171.28,1293.77,30.51,rocky,0
2019,6,Chamoli,Uttarakhand,322.36,1317.12,37.21,rocky,1
2019,7,Chamoli,Uttarakhand,515.11,1335.86,34.85,rocky,1
2019,8,Chamoli,Uttarakhand,528.29,1298.11,37.0,rocky,0
2019,9,Chamoli,Uttarakhand,379.42,1314.21,37.26,rocky,0
2019,10,Chamoli,Uttarakhand,20.0,1265.46,29.32,rocky,0
2019,11,Chamoli,Uttarakhand,58.02,1342.04,31.35,rocky,0
2019,12,Chamoli,Uttarakhand,59.3,1290.46,35.14,rocky,0
2020,1,Chamoli,Uttarakhand,282.04,1274.3,28.87,rocky,0
2020,2,Chamoli,Uttarakhand,20.0,1280.09,35.98,rocky,1
2020,3,Chamoli,Uttarakhand,48.64,1312.96,32.48,rocky,0
2020,4,Chamoli,Uttarakhand,130.68,1307.19,33.41,rocky,0
2020,5,Chamoli,Uttarakhand,126.68,1312.3,40.19,rocky,0
2020,6,Chamoli,Uttarakhand,338.79,1299.71,34.72,rocky,0
2020,7,Chamoli,Uttarakhand,402.14,1310.34,40.41,rocky,1
2020,8,Chamoli,Uttarakhand,572.7,1310.65,33.5,rocky,1
2020,9,Chamoli,Uttarakhand,273.12,1320.55,36.62,rocky,0
2020,10,Chamoli,Uttarakhand,90.93,1290.79,34.03,rocky,0
2020,11,Chamoli,Uttarakhand,109.39,1293.36,36.05,rocky,0
2020,12,Chamoli,Uttarakhand,173.01,1329.97,29.14,rocky,0
2021,1,Chamoli,Uttarakhand,182.35,1338.48,38.72,rocky,0
2021,2,Chamoli,Uttarakhand,172.24,1306.56,28.89,rocky,1
2021,3,Chamoli,Uttarakhand,20.0,1277.24,36.09,rocky,0
2021,4,Chamoli,Uttarakhand,20.11,1254.49,37.56,rocky,1
2021,5,Chamoli,Uttarakhand,20.0,1250.89,29.56,rocky,0
2021,6,Chamoli,Uttarakhand,282.26,1344.16,35.51,rocky,0
2021,7,Chamoli,Uttarakhand,448.75,1262.61,33.96,rocky,1
2021,8,Chamoli,Uttarakhand,465.85,1307.33,39.48,rocky,0
2021,9,Chamoli,Uttarakhand,342.57,1323.2,28.69,rocky,1
2021,10,Chamoli,Uttarakhand,82.92,1292.49,30.1,rocky,1
2021,11,Chamoli,Uttarakhand,148.59,1361.03,35.31,rocky,0
2021,12,Chamoli,Uttarakhand,126.97,1318.52,34.38,rocky,0
2022,1,Chamoli,Uttarakhand,109.55,1256.86,34.07,rocky,1
2022,2,Chamoli,Uttarakhand,158.63,1315.53,36.92,rocky,0
2022,3,Chamoli,Uttarakhand,223.62,1306.42,33.97,rocky,1
2022,4,Chamoli,Uttarakhand,60.54,1317.78,36.97,rocky,0
2022,5,Chamoli,Uttarakhand,26.63,1288.62,29.96,rocky,0
2022,6,Chamoli,Uttarakhand,292.71,1321.13,27.41,rocky,0
2022,7,Chamoli,Uttarakhand,494.37,1295.27,34.54,rocky,0
2022,8,Chamoli,Uttarakhand,442.07,1252.3,34.07,rocky,0
2022,9,Chamoli,Uttarakhand,269.72,1311.25,31.88,rocky,0
2022,10,Chamoli,Uttarakhand,82.93,1313.54,30.77,rocky,0
2022,11,Chamoli,Uttarakhand,164.43,1301.38,35.27,rocky,0
2022,12,Chamoli,Uttarakhand,91.63,1275.5,32.42,rocky,0
2023,1,Chamoli,Uttarakhand,163.48,1282.84,37.49,rocky,0
2023,2,Chamoli,Uttarakhand,20.0,1287.61,23.96,rocky,0
2023,3,Chamoli,Uttarakhand,96.96,1310.81,31.85,rocky,0
2023,4,Chamoli,Uttarakhand,20.0,1273.0,34.06,rocky,0
2023,5,Chamoli,Uttarakhand,74.67,1306.19,33.97,rocky,0
2023,6,Chamoli,Uttarakhand,294.82,1293.74,33.05,rocky,1
2023,7,Chamoli,Uttarakhand,396.79,1332.5,36.88,rocky,0
2023,8,Chamoli,Uttarakhand,480.6,1284.04,33.27,rocky,1
2023,9,Chamoli,Uttarakhand,186.09,1263.38,31.99,rocky,0
2023,10,Chamoli,Uttarakhand,20.0,1317.27,34.05,rocky,0
2023,11,Chamoli,Uttarakhand,47.63,1327.92,34.7,rocky,1
2023,12,Chamoli,Uttarakhand,62.59,1305.75,34.37,rocky,1
2024,1,Chamoli,Uttarakhand,112.05,1320.66,30.8,rocky,0
2024,2,Chamoli,Uttarakhand,122.65,1282.66,34.33,rocky,0
2024,3,Chamoli,Uttarakhand,134.81,1325.06,38.68,rocky,0
2024,4,Chamoli,Uttarakhand,154.78,1294.13,35.17,rocky,1
2024,5,Chamoli,Uttarakhand,98.94,1283.21,30.24,rocky,0
2024,6,Chamoli,Uttarakhand,339.79,1298.47,36.99,rocky,0
2024,7,Chamoli,Uttarakhand,634.52,1326.84,32.11,rocky,1
2024,8,Chamoli,Uttarakhand,561.0,1299.91,32.75,rocky,0
2024,9,Chamoli,Uttarakhand,412.65,1294.16,36.12,rocky,0
2024,10,Chamoli,Uttarakhand,203.09,1333.51,36.61,rocky,0
2024,11,Chamoli,Uttarakhand,167.92,1318.3,33.07,rocky,1
2024,12,Chamoli,Uttarakhand,250.19,1231.85,33.36,rocky,0
2025,1,Chamoli,Uttarakhand,97.5,1328.43,35.2,rocky,0
2025,2,Chamoli,Uttarakhand,27.91,1298.6,34.76,rocky,0
2025,3,Chamoli,Uttarakhand,65.11,1340.13,37.67,rocky,0
2025,4,Chamoli,Uttarakhand,39.6,1325.09,33.09,rocky,0
2025,5,Chamoli,Uttarakhand,121.68,1311.52,29.43,rocky,1
2025,6,Chamoli,Uttarakhand,272.44,1252.27,36.31,rocky,0
2025,7,Chamoli,Uttarakhand,395.62,1326.25,34.97,rocky,0
2025,8,Chamoli,Uttarakhand,374.17,1300.75,33.23,rocky,0
2025,9,Chamoli,Uttarakhand,409.5,1282.22,34.35,rocky,1
2025,10,Chamoli,Uttarakhand,39.2,1296.7,31.64,rocky,0
2025,11,Chamoli,Uttarakhand,132.25,1265.7,37.54,rocky,0
2025,12,Chamoli,Uttarakhand,170.82,1293.5,34.09,rocky,0
2015,1,Pithoragarh,Uttarakhand,132.42,1431.09,30.66,rocky,0
2015,2,Pithoragarh,Uttarakhand,20.0,1394.61,29.21,rocky,0
2015,3,Pithoragarh,Uttarakhand,115.03,1421.63,31.57,rocky,0
2015,4,Pithoragarh,Uttarakhand,34.99,1374.32,32.8,rocky,0
2015,5,Pithoragarh,Uttarakhand,59.2,1364.82,32.34,rocky,1
2015,6,Pithoragarh,Uttarakhand,282.43,1421.98,32.87,rocky,1
2015,7,Pithoragarh,Uttarakhand,417.19,1408.84,30.06,rocky,0
2015,8,Pithoragarh,Uttarakhand,447.04,1377.07,30.29,rocky,0
2015,9,Pithoragarh,Uttarakhand,463.1,1390.87,30.48,rocky,1
2015,10,Pithoragarh,Uttarakhand,93.96,1358.69,32.75,rocky,0
2015,11,Pithoragarh,Uttarakhand,113.23,1415.62,33.58,rocky,1
2015,12,Pithoragarh,Uttarakhand,155.3,1355.67,30.85,rocky,0
2016,1,Pithoragarh,Uttarakhand,176.96,1319.47,34.19,rocky,1
2016,2,Pithoragarh,Uttarakhand,20.0,1388.27,37.59,rocky,0
2016,3,Pithoragarh,Uttarakhand,113.93,1417.16,35.22,rocky,0
2016,4,Pithoragarh,Uttarakhand,135.4,1349.13,31.91,rocky,1
2016,5,Pithoragarh,Uttarakhand,165.47,1406.81,32.83,rocky,0
2016,6,Pithoragarh,Uttarakhand,226.11,1399.45,30.66,rocky,0
2016,7,Pithoragarh,Uttarakhand,592.69,1387.91,32.26,rocky,1
2016,8,Pithoragarh,Uttarakhand,515.1,1384.04,36.18,rocky,1
2016,9,Pithoragarh,Uttarakhand,331.36,1407.86,31.92,rocky,0
2016,10,Pithoragarh,Uttarakhand,39.92,1462.69,38.22,rocky,0
2016,11,Pithoragarh,Uttarakhand,69.17,1403.95,33.1,rocky,0
2016,12,Pithoragarh,Uttarakhand,155.25,1394.15,35.59,rocky,0
2017,1,Pithoragarh,Uttarakhand,112.34,1401.63,35.44,rocky,0
2017,2,Pithoragarh,Uttarakhand,156.56,1381.66,38.94,rocky,0
2017,3,Pithoragarh,Uttarakhand,246.0,1390.56,29.13,rocky,0
2017,4,Pithoragarh,Uttarakhand,208.34,1402.13,27.69,rocky,0
2017,5,Pithoragarh,Uttarakhand,170.36,1343.13,32.39,rocky,1
2017,6,Pithoragarh,Uttarakhand,255.57,1399.62,37.92,rocky,0
2017,7,Pithoragarh,Uttarakhand,534.49,1418.17,31.12,rocky,0
2017,8,Pithoragarh,Uttarakhand,538.89,1407.21,31.38,rocky,1
2017,9,Pithoragarh,Uttarakhand,373.95,1388.91,30.44,rocky,1
2017,10,Pithoragarh,Uttarakhand,121.47,1434.44,32.97,rocky,0
2017,11,Pithoragarh,Uttarakhand,124.13,1381.57,36.17,rocky,0
2017,12,Pithoragarh,Uttarakhand,130.16,1410.03,33.73,rocky,0
2018,1,Pithoragarh,Uttarakhand,214.94,1397.92,34.95,rocky,0
2018,2,Pithoragarh,Uttarakhand,252.9,1400.05,30.56,rocky,0
2018,3,Pithoragarh,Uttarakhand,144.92,1396.32,31.03,rocky,0
2018,4,Pithoragarh,Uttarakhand,110.46,1421.82,40.28,rocky,0
2018,5,Pithoragarh,Uttarakhand,88.9,1422.62,32.32,rocky,0
2018,6,Pithoragarh,Uttarakhand,296.18,1442.16,32.01,rocky,1
2018,7,Pithoragarh,Uttarakhand,527.42,1449.17,32.88,rocky,0
2018,8,Pithoragarh,Uttarakhand,465.38,1398.27,38.68,rocky,1
2018,9,Pithoragarh,Uttarakhand,390.18,1384.35,30.07,rocky,1
2018,10,Pithoragarh,Uttarakhand,80.62,1425.72,30.77,rocky,0
2018,11,Pithoragarh,Uttarakhand,59.62,1388.58,34.02,rocky,0
2018,12,Pithoragarh,Uttarakhand,20.0,1428.74,34.48,rocky,0
2019,1,Pithoragarh,Uttarakhand,72.24,1381.1,33.67,rocky,0
2019,2,Pithoragarh,Uttarakhand,187.19,1380.15,29.25,rocky,0
2019,3,Pithoragarh,Uttarakhand,137.37,1397.06,31.63,rocky,0
2019,4,Pithoragarh,Uttarakhand,141.39,1436.76,31.91,rocky,1
2019,5,Pithoragarh,Uttarakhand,275.83,1418.11,40.11,rocky,0
2019,6,Pithoragarh,Uttarakhand,301.32,1388.4,36.63,rocky,0
2019,7,Pithoragarh,Uttarakhand,460.28,1410.3,35.55,rocky,1
2019,8,Pithoragarh,Uttarakhand,418.58,1379.54,36.97,rocky,1
2019,9,Pithoragarh,Uttarakhand,262.67,1403.16,31.49,rocky,0
2019,10,Pithoragarh,Uttarakhand,46.67,1417.01,33.81,rocky,0
2019,11,Pithoragarh,Uttarakhand,53.67,1416.59,36.18,rocky,0
2019,12,Pithoragarh,Uttarakhand,79.04,1438.07,30.64,rocky,1
2020,1,Pithoragarh,Uttarakhand,105.16,1390.16,27.27,rocky,0
2020,2,Pithoragarh,Uttarakhand,220.01,1409.36,35.7,rocky,1
2020,3,Pithoragarh,Uttarakhand,81.14,1392.1,33.94,rocky,0
2020,4,Pithoragarh,Uttarakhand,151.66,1392.62,36.62,rocky,0
2020,5,Pithoragarh,Uttarakhand,48.79,1434.72,33.43,rocky,0
2020,6,Pithoragarh,Uttarakhand,407.28,1420.41,29.82,rocky,1
2020,7,Pithoragarh,Uttarakhand,494.15,1353.12,36.54,rocky,0
2020,8,Pithoragarh,Uttarakhand,514.2,1393.1,27.88,rocky,0
2020,9,Pithoragarh,Uttarakhand,329.5,1419.55,30.27,rocky,0
2020,10,Pithoragarh,Uttarakhand,86.8,1412.84,27.7,rocky,0
2020,11,Pithoragarh,Uttarakhand,70.63,1405.06,28.33,rocky,1
2020,12,Pithoragarh,Uttarakhand,20.0,1429.05,35.35,rocky,1
2021,1,Pithoragarh,Uttarakhand,20.0,1415.77,38.29,rocky,0
2021,2,Pithoragarh,Uttarakhand,224.6,1432.65,34.7,rocky,0
2021,3,Pithoragarh,Uttarakhand,138.66,1387.9,36.71,rocky,0
2021,4,Pithoragarh,Uttarakhand,127.76,1377.01,29.93,rocky,0
2021,5,Pithoragarh,Uttarakhand,37.51,1418.99,31.15,rocky,0
2021,6,Pithoragarh,Uttarakhand,236.68,1429.54,31.38,rocky,0
2021,7,Pithoragarh,Uttarakhand,441.07,1390.82,31.74,rocky,1
2021,8,Pithoragarh,Uttarakhand,482.54,1420.95,36.87,rocky,1
2021,9,Pithoragarh,Uttarakhand,288.97,1443.26,26.26,rocky,0
2021,10,Pithoragarh,Uttarakhand,134.38,1408.71,31.92,rocky,1
2021,11,Pithoragarh,Uttarakhand,71.82,1384.31,36.69,rocky,0
2021,12,Pithoragarh,Uttarakhand,93.44,1343.06,32.63,rocky,0
2022,1,Pithoragarh,Uttarakhand,223.34,1330.65,32.46,rocky,0
2022,2,Pithoragarh,Uttarakhand,103.18,1395.38,34.95,rocky,0
2022,3,Pithoragarh,Uttarakhand,91.26,1379.99,31.5,rocky,1
2022,4,Pithoragarh,Uttarakhand,240.16,1423.1,37.44,rocky,0
2022,5,Pithoragarh,Uttarakhand,20.0,1340.53,35.01,rocky,0
2022,6,Pithoragarh,Uttarakhand,211.64,1386.37,33.66,rocky,1
2022,7,Pithoragarh,Uttarakhand,473.46,1425.4,31.79,rocky,0
