year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2015,12,Varanasi,Uttar Pradesh,120.52,52.39,32.0,64.8,81,Alluvial,2,0
2016,12,Varanasi,Uttar Pradesh,77.41,21.06,28.2,37.7,81,Alluvial,2,0
2017,12,Varanasi,Uttar Pradesh,98.26,38.79,28.9,87.5,81,Alluvial,2,0
2018,12,Varanasi,Uttar Pradesh,307.84,89.03,32.6,73.2,81,Alluvial,2,0
2019,12,Varanasi,Uttar Pradesh,253.88,66.14,31.0,90.1,81,Alluvial,2,1
2020,12,Varanasi,Uttar Pradesh,212.63,80.69,33.0,84.5,81,Alluvial,2,1
2021,12,Varanasi,Uttar Pradesh,250.57,70.28,29.2,61.6,81,Alluvial,2,0
2022,12,Varanasi,Uttar Pradesh,334.49,82.53,33.0,39.6,81,Alluvial,2,0
2023,12,Varanasi,Uttar Pradesh,331.52,150.62,31.6,81.1,81,Alluvial,2,1
2024,12,Varanasi,Uttar Pradesh,10.0,3.28,32.8,47.2,81,Alluvial,2,0
2025,12,Varanasi,Uttar Pradesh,221.57,98.18,33.2,68.6,81,Alluvial,2,0
2015,1,Panaji,Goa,106.37,50.78,30.0,94.1,7,Laterite,3,0
2016,1,Panaji,Goa,12.2,4.54,28.7,66.0,7,Laterite,3,0
2017,1,Panaji,Goa,121.35,33.55,33.8,79.0,7,Laterite,3,1
2018,1,Panaji,Goa,22.35,10.28,28.1,65.3,7,Laterite,3,0
2019,1,Panaji,Goa,98.25,28.56,26.8,67.4,7,Laterite,3,0
2020,1,Panaji,Goa,10.0,4.46,31.3,61.0,7,Laterite,3,0
2021,1,Panaji,Goa,142.05,48.09,30.3,73.5,7,Laterite,3,0
2022,1,Panaji,Goa,426.2,150.26,30.2,85.8,7,Laterite,3,1
2023,1,Panaji,Goa,455.34,139.71,26.8,95.6,7,Laterite,3,1
2024,1,Panaji,Goa,191.97,38.82,27.6,75.1,7,Laterite,3,0
2025,1,Panaji,Goa,189.99,91.44,27.7,55.5,7,Laterite,3,0
2015,2,Panaji,Goa,157.12,52.56,27.7,62.2,7,Laterite,3,0
2016,2,Panaji,Goa,307.99,95.16,33.5,91.4,7,Laterite,3,1
2017,2,Panaji,Goa,58.65,23.57,31.6,58.1,7,Laterite,3,0
2018,2,Panaji,Goa,10.0,4.0,31.1,57.5,7,Laterite,3,0
2019,2,Panaji,Goa,344.13,93.15,33.8,52.7,7,Laterite,3,0
2020,2,Panaji,Goa,137.3,38.06,33.2,67.3,7,Laterite,3,0
2021,2,Panaji,Goa,49.46,10.94,27.7,28.8,7,Laterite,3,0
2022,2,Panaji,Goa,54.99,23.13,26.1,67.3,7,Laterite,3,0
2023,2,Panaji,Goa,87.32,36.57,28.6,58.6,7,Laterite,3,0
2024,2,Panaji,Goa,250.79,81.97,30.5,67.3,7,Laterite,3,0
2025,2,Panaji,Goa,12.4,4.65,32.7,46.9,7,Laterite,3,0
2015,3,Panaji,Goa,321.1,101.0,33.2,81.4,7,Laterite,3,1
2016,3,Panaji,Goa,114.28,42.22,27.9,42.8,7,Laterite,3,0
2017,3,Panaji,Goa,10.0,2.88,29.2,54.4,7,Laterite,3,0
2018,3,Panaji,Goa,202.94,57.0,29.5,66.4,7,Laterite,3,0
2019,3,Panaji,Goa,489.56,199.48,27.5,91.6,7,Laterite,3,1
2020,3,Panaji,Goa,250.08,109.88,26.9,78.8,7,Laterite,3,0
2021,3,Panaji,Goa,289.28,125.55,31.4,64.5,7,Laterite,3,0
2022,3,Panaji,Goa,49.47,24.66,26.1,79.3,7,Laterite,3,0
2023,3,Panaji,Goa,254.69,75.29,26.0,53.6,7,Laterite,3,0
2024,3,Panaji,Goa,69.43,31.38,33.7,79.9,7,Laterite,3,0
2025,3,Panaji,Goa,27.33,11.16,33.1,52.9,7,Laterite,3,0
2015,4,Panaji,Goa,296.11,134.4,33.9,33.4,7,Laterite,3,0
2016,4,Panaji,Goa,104.0,47.25,27.3,35.5,7,Laterite,3,0
2017,4,Panaji,Goa,236.57,113.5,31.6,98.4,7,Laterite,3,1
2018,4,Panaji,Goa,201.76,68.46,31.7,71.3,7,Laterite,3,0
2019,4,Panaji,Goa,251.33,90.94,26.7,71.5,7,Laterite,3,0
2020,4,Panaji,Goa,141.37,34.31,28.5,50.0,7,Laterite,3,0
2021,4,Panaji,Goa,154.67,49.67,30.1,66.4,7,Laterite,3,0
2022,4,Panaji,Goa,47.44,18.86,33.1,49.7,7,Laterite,3,0
2023,4,Panaji,Goa,10.0,4.25,31.6,27.8,7,Laterite,3,0
2024,4,Panaji,Goa,10.07,2.03,27.4,43.7,7,Laterite,3,0
2025,4,Panaji,Goa,178.15,80.86,31.3,69.0,7,Laterite,3,0
2015,5,Panaji,Goa,32.58,12.81,31.6,39.9,7,Laterite,3,0
2016,5,Panaji,Goa,197.4,67.47,32.8,100.0,7,Laterite,3,0
2017,5,Panaji,Goa,404.65,164.13,27.4,86.8,7,Laterite,3,1
2018,5,Panaji,Goa,174.38,43.77,27.0,59.7,7,Laterite,3,0
2019,5,Panaji,Goa,10.0,4.1,32.7,66.6,7,Laterite,3,0
2020,5,Panaji,Goa,107.63,22.04,31.7,50.8,7,Laterite,3,0
2021,5,Panaji,Goa,10.0,2.13,32.2,48.1,7,Laterite,3,0
2022,5,Panaji,Goa,37.39,15.53,31.9,87.7,7,Laterite,3,0
2023,5,Panaji,Goa,173.52,42.37,28.2,37.2,7,Laterite,3,0
2024,5,Panaji,Goa,51.98,16.56,26.4,69.8,7,Laterite,3,0
2025,5,Panaji,Goa,63.26,30.9,33.8,58.2,7,Laterite,3,0
2015,6,Panaji,Goa,10.0,4.21,28.7,38.3,7,Laterite,3,0
2016,6,Panaji,Goa,28.39,6.78,24.0,64.6,7,Laterite,3,0
2017,6,Panaji,Goa,10.0,4.91,29.2,59.8,7,Laterite,3,0
2018,6,Panaji,Goa,154.32,53.98,29.9,98.8,7,Laterite,3,1
2019,6,Panaji,Goa,37.68,17.13,26.5,54.2,7,Laterite,3,0
2020,6,Panaji,Goa,196.84,94.63,30.9,60.2,7,Laterite,3,0
2021,6,Panaji,Goa,377.79,98.66,30.3,61.2,7,Laterite,3,0
2022,6,Panaji,Goa,168.86,36.51,29.7,90.6,7,Laterite,3,1
2023,6,Panaji,Goa,184.71,89.0,30.4,78.8,7,Laterite,3,1
2024,6,Panaji,Goa,284.63,88.53,24.7,77.5,7,Laterite,3,1
2025,6,Panaji,Goa,213.22,52.31,23.6,62.8,7,Laterite,3,0
2015,7,Panaji,Goa,207.23,86.8,28.5,75.0,7,Laterite,3,1
2016,7,Panaji,Goa,216.66,75.78,30.9,81.2,7,Laterite,3,1
2017,7,Panaji,Goa,80.82,26.34,30.0,71.4,7,Laterite,3,0
2018,7,Panaji,Goa,160.12,41.43,23.3,73.6,7,Laterite,3,0
2019,7,Panaji,Goa,10.0,4.88,24.2,54.2,7,Laterite,3,0
2020,7,Panaji,Goa,28.54,10.92,24.5,100.0,7,Laterite,3,1
2021,7,Panaji,Goa,336.81,92.04,26.9,62.0,7,Laterite,3,0
2022,7,Panaji,Goa,136.24,39.08,24.3,73.1,7,Laterite,3,0
2023,7,Panaji,Goa,403.8,195.89,28.8,84.3,7,Laterite,3,1
2024,7,Panaji,Goa,84.73,18.45,26.9,85.9,7,Laterite,3,1
2025,7,Panaji,Goa,221.11,96.04,30.0,62.0,7,Laterite,3,0
2015,8,Panaji,Goa,321.69,124.29,25.3,81.3,7,Laterite,3,1
2016,8,Panaji,Goa,42.8,16.62,25.5,55.8,7,Laterite,3,0
2017,8,Panaji,Goa,158.12,40.0,29.5,52.9,7,Laterite,3,0
2018,8,Panaji,Goa,129.51,29.11,26.7,61.5,7,Laterite,3,0
2019,8,Panaji,Goa,46.51,18.67,28.1,55.2,7,Laterite,3,0
2020,8,Panaji,Goa,350.41,85.61,25.7,87.4,7,Laterite,3,1
2021,8,Panaji,Goa,179.56,40.33,23.4,48.6,7,Laterite,3,0
2022,8,Panaji,Goa,217.34,45.41,28.2,64.5,7,Laterite,3,0
2023,8,Panaji,Goa,119.15,35.08,30.7,74.7,7,Laterite,3,1
2024,8,Panaji,Goa,205.53,50.57,27.3,55.3,7,Laterite,3,0
2025,8,Panaji,Goa,304.36,127.65,26.8,89.4,7,Laterite,3,1
2015,9,Panaji,Goa,138.94,53.92,27.1,26.2,7,Laterite,3,0
2016,9,Panaji,Goa,17.01,6.74,30.3,78.0,7,Laterite,3,1
2017,9,Panaji,Goa,127.06,59.31,26.7,78.9,7,Laterite,3,0
2018,9,Panaji,Goa,324.19,90.82,26.9,84.4,7,Laterite,3,1
2019,9,Panaji,Goa,113.58,46.88,29.7,49.6,7,Laterite,3,0
2020,9,Panaji,Goa,107.06,32.1,28.9,83.9,7,Laterite,3,0
2021,9,Panaji,Goa,10.0,2.66,30.3,48.6,7,Laterite,3,0
2022,9,Panaji,Goa,13.09,5.01,26.9,60.5,7,Laterite,3,0
2023,9,Panaji,Goa,204.19,43.36,31.0,85.3,7,Laterite,3,1
2024,9,Panaji,Goa,22.52,6.32,30.3,66.5,7,Laterite,3,0
2025,9,Panaji,Goa,280.96,79.28,25.0,91.1,7,Laterite,3,1
2015,10,Panaji,Goa,194.27,77.67,32.6,46.5,7,Laterite,3,0
2016,10,Panaji,Goa,132.91,54.39,33.9,85.5,7,Laterite,3,1
2017,10,Panaji,Goa,146.15,54.9,32.4,77.1,7,Laterite,3,0
2018,10,Panaji,Goa,356.96,143.56,31.7,89.8,7,Laterite,3,1
2019,10,Panaji,Goa,213.43,101.51,29.2,67.7,7,Laterite,3,0
2020,10,Panaji,Goa,321.48,130.47,29.7,75.4,7,Laterite,3,1
2021,10,Panaji,Goa,415.53,93.05,26.1,94.9,7,Laterite,3,1
2022,10,Panaji,Goa,35.15,11.92,26.1,80.8,7,Laterite,3,0
2023,10,Panaji,Goa,152.13,54.67,28.2,28.2,7,Laterite,3,0
2024,10,Panaji,Goa,200.53,75.1,27.6,78.1,7,Laterite,3,0
2025,10,Panaji,Goa,94.93,34.92,28.9,27.8,7,Laterite,3,0
2015,11,Panaji,Goa,60.89,16.15,31.7,56.0,7,Laterite,3,1
2016,11,Panaji,Goa,114.08,25.93,29.5,67.4,7,Laterite,3,0
2017,11,Panaji,Goa,142.98,43.79,33.0,73.4,7,Laterite,3,0
2018,11,Panaji,Goa,126.05,37.71,26.0,43.4,7,Laterite,3,0
2019,11,Panaji,Goa,45.81,11.3,26.5,26.9,7,Laterite,3,0
2020,11,Panaji,Goa,174.53,53.42,31.7,47.3,7,Laterite,3,0
2021,11,Panaji,Goa,143.4,50.88,27.5,57.6,7,Laterite,3,0
2022,11,Panaji,Goa,25.47,8.72,28.5,61.3,7,Laterite,3,0
2023,11,Panaji,Goa,68.39,24.21,31.8,68.7,7,Laterite,3,0
2024,11,Panaji,Goa,31.18,12.48,31.8,67.0,7,Laterite,3,0
2025,11,Panaji,Goa,286.83,61.62,32.3,68.8,7,Laterite,3,0
2015,12,Panaji,Goa,287.29,129.03,27.0,41.7,7,Laterite,3,0
2016,12,Panaji,Goa,10.0,4.53,28.1,70.3,7,Laterite,3,0
2017,12,Panaji,Goa,10.0,3.29,29.4,64.2,7,Laterite,3,0
2018,12,Panaji,Goa,288.97,117.06,30.6,85.9,7,Laterite,3,1
2019,12,Panaji,Goa,144.13,61.79,29.2,53.1,7,Laterite,3,0
2020,12,Panaji,Goa,103.96,21.17,30.0,55.6,7,Laterite,3,0
2021,12,Panaji,Goa,172.02,35.65,31.6,41.4,7,Laterite,3,0
2022,12,Panaji,Goa,47.2,22.49,33.9,51.5,7,Laterite,3,0
2023,12,Panaji,Goa,218.17,88.52,32.1,57.0,7,Laterite,3,0
2024,12,Panaji,Goa,16.35,6.88,27.2,29.8,7,Laterite,3,0
2025,12,Panaji,Goa,99.13,22.06,27.1,75.8,7,Laterite,3,0
2015,1,Udaipur,Rajasthan,250.27,86.65,30.0,92.3,598,Sandy Loam,15,1
2016,1,Udaipur,Rajasthan,360.03,157.34,28.5,83.4,598,Sandy Loam,15,1
2017,1,Udaipur,Rajasthan,131.46,48.45,26.1,74.5,598,Sandy Loam,15,0
2018,1,Udaipur,Rajasthan,199.99,84.64,28.7,52.8,598,Sandy Loam,15,0
2019,1,Udaipur,Rajasthan,276.66,103.5,25.2,83.0,598,Sandy Loam,15,1
2020,1,Udaipur,Rajasthan,128.76,32.33,31.5,56.3,598,Sandy Loam,15,0
2021,1,Udaipur,Rajasthan,10.0,4.55,32.0,54.9,598,Sandy Loam,15,0
2022,1,Udaipur,Rajasthan,10.0,2.82,28.9,100.0,598,Sandy Loam,15,0
2023,1,Udaipur,Rajasthan,140.56,29.78,28.2,63.9,598,Sandy Loam,15,0
2024,1,Udaipur,Rajasthan,85.97,24.29,26.4,61.3,598,Sandy Loam,15,0
2025,1,Udaipur,Rajasthan,10.0,2.47,32.3,64.9,598,Sandy Loam,15,0
2015,2,Udaipur,Rajasthan,222.2,70.89,28.7,70.2,598,Sandy Loam,15,1
2016,2,Udaipur,Rajasthan,211.78,68.4,27.9,70.5,598,Sandy Loam,15,0
2017,2,Udaipur,Rajasthan,219.69,102.39,29.0,64.9,598,Sandy Loam,15,0
2018,2,Udaipur,Rajasthan,91.6,19.96,30.1,43.2,598,Sandy Loam,15,0
2019,2,Udaipur,Rajasthan,185.58,48.48,26.9,53.3,598,Sandy Loam,15,0
2020,2,Udaipur,Rajasthan,10.0,3.03,26.5,54.5,598,Sandy Loam,15,0
2021,2,Udaipur,Rajasthan,10.0,3.59,29.3,33.2,598,Sandy Loam,15,0
2022,2,Udaipur,Rajasthan,225.38,59.43,25.5,41.9,598,Sandy Loam,15,0
2023,2,Udaipur,Rajasthan,68.47,15.83,28.4,40.5,598,Sandy Loam,15,0
2024,2,Udaipur,Rajasthan,161.09,50.85,31.7,82.0,598,Sandy Loam,15,0
2025,2,Udaipur,Rajasthan,226.5,72.31,28.2,41.7,598,Sandy Loam,15,0
2015,3,Udaipur,Rajasthan,424.58,211.99,28.5,43.3,598,Sandy Loam,15,1
2016,3,Udaipur,Rajasthan,224.78,80.68,30.0,48.1,598,Sandy Loam,15,0
2017,3,Udaipur,Rajasthan,307.73,141.83,28.9,25.9,598,Sandy Loam,15,0
2018,3,Udaipur,Rajasthan,113.89,37.54,31.6,100.0,598,Sandy Loam,15,0
2019,3,Udaipur,Rajasthan,181.22,69.61,29.1,56.5,598,Sandy Loam,15,0
2020,3,Udaipur,Rajasthan,172.39,66.35,25.0,71.4,598,Sandy Loam,15,0
2021,3,Udaipur,Rajasthan,170.25,51.17,25.2,69.5,598,Sandy Loam,15,0
2022,3,Udaipur,Rajasthan,244.42,56.75,26.2,32.4,598,Sandy Loam,15,0
2023,3,Udaipur,Rajasthan,118.9,52.56,29.6,72.5,598,Sandy Loam,15,0
2024,3,Udaipur,Rajasthan,146.97,58.7,24.9,43.0,598,Sandy Loam,15,0
2025,3,Udaipur,Rajasthan,101.01,24.34,25.2,81.1,598,Sandy Loam,15,0
2015,4,Udaipur,Rajasthan,112.95,33.99,32.3,34.7,598,Sandy Loam,15,0
2016,4,Udaipur,Rajasthan,10.0,2.41,27.9,40.2,598,Sandy Loam,15,0
2017,4,Udaipur,Rajasthan,342.77,116.78,25.7,86.2,598,Sandy Loam,15,0
2018,4,Udaipur,Rajasthan,10.0,2.66,28.6,62.1,598,Sandy Loam,15,0
2019,4,Udaipur,Rajasthan,206.83,68.54,26.3,59.6,598,Sandy Loam,15,0
2020,4,Udaipur,Rajasthan,10.0,4.58,25.4,40.8,598,Sandy Loam,15,0
2021,4,Udaipur,Rajasthan,10.0,3.69,27.8,51.9,598,Sandy Loam,15,0
2022,4,Udaipur,Rajasthan,63.21,16.22,29.0,71.2,598,Sandy Loam,15,0
2023,4,Udaipur,Rajasthan,140.36,67.05,30.6,50.9,598,Sandy Loam,15,0
2024,4,Udaipur,Rajasthan,163.06,45.83,31.6,59.1,598,Sandy Loam,15,0
2025,4,Udaipur,Rajasthan,52.57,11.37,31.8,85.5,598,Sandy Loam,15,1
2015,5,Udaipur,Rajasthan,115.46,34.17,27.1,50.7,598,Sandy Loam,15,0
2016,5,Udaipur,Rajasthan,230.72,71.82,28.9,62.0,598,Sandy Loam,15,0
2017,5,Udaipur,Rajasthan,10.0,3.34,30.0,64.7,598,Sandy Loam,15,0
2018,5,Udaipur,Rajasthan,123.06,26.57,25.1,51.5,598,Sandy Loam,15,0
2019,5,Udaipur,Rajasthan,196.49,97.84,31.2,89.6,598,Sandy Loam,15,1
2020,5,Udaipur,Rajasthan,306.22,86.71,30.7,65.6,598,Sandy Loam,15,0
2021,5,Udaipur,Rajasthan,372.48,88.3,27.6,68.2,598,Sandy Loam,15,1
2022,5,Udaipur,Rajasthan,278.08,85.6,24.6,81.1,598,Sandy Loam,15,0
2023,5,Udaipur,Rajasthan,10.0,4.78,25.6,25.2,598,Sandy Loam,15,0
2024,5,Udaipur,Rajasthan,232.96,80.83,26.1,69.3,598,Sandy Loam,15,0
2025,5,Udaipur,Rajasthan,10.0,3.72,26.8,68.1,598,Sandy Loam,15,0
2015,6,Udaipur,Rajasthan,122.4,25.19,32.4,75.0,598,Sandy Loam,15,0
2016,6,Udaipur,Rajasthan,252.91,120.64,27.0,76.2,598,Sandy Loam,15,0
2017,6,Udaipur,Rajasthan,230.14,112.73,27.7,62.2,598,Sandy Loam,15,0
2018,6,Udaipur,Rajasthan,284.3,62.09,26.3,81.2,598,Sandy Loam,15,0
2019,6,Udaipur,Rajasthan,10.0,2.3,28.6,36.3,598,Sandy Loam,15,0
2020,6,Udaipur,Rajasthan,259.98,69.98,25.8,90.6,598,Sandy Loam,15,1
2021,6,Udaipur,Rajasthan,10.0,4.38,31.1,59.0,598,Sandy Loam,15,0
2022,6,Udaipur,Rajasthan,154.55,69.6,29.6,89.0,598,Sandy Loam,15,0
2023,6,Udaipur,Rajasthan,226.75,60.94,31.7,44.9,598,Sandy Loam,15,0
2024,6,Udaipur,Rajasthan,10.0,2.18,27.2,55.4,598,Sandy Loam,15,0
2025,6,Udaipur,Rajasthan,224.29,87.1,25.9,56.7,598,Sandy Loam,15,0
2015,7,Udaipur,Rajasthan,103.98,47.89,28.2,57.8,598,Sandy Loam,15,0
2016,7,Udaipur,Rajasthan,231.82,104.11,28.0,90.4,598,Sandy Loam,15,1
2017,7,Udaipur,Rajasthan,206.46,74.62,23.6,60.1,598,Sandy Loam,15,0
2018,7,Udaipur,Rajasthan,161.59,56.17,26.5,71.4,598,Sandy Loam,15,0
2019,7,Udaipur,Rajasthan,315.04,123.06,25.5,78.8,598,Sandy Loam,15,1
2020,7,Udaipur,Rajasthan,58.64,16.73,24.9,66.7,598,Sandy Loam,15,0
2021,7,Udaipur,Rajasthan,377.12,76.79,29.0,87.4,598,Sandy Loam,15,1
2022,7,Udaipur,Rajasthan,528.92,156.67,27.7,83.7,598,Sandy Loam,15,1
2023,7,Udaipur,Rajasthan,98.8,44.26,27.7,64.6,598,Sandy Loam,15,0
2024,7,Udaipur,Rajasthan,156.33,54.0,29.3,88.9,598,Sandy Loam,15,1
2025,7,Udaipur,Rajasthan,118.51,42.44,22.7,25.2,598,Sandy Loam,15,0
2015,8,Udaipur,Rajasthan,276.85,96.36,26.7,46.9,598,Sandy Loam,15,0
2016,8,Udaipur,Rajasthan,126.69,41.24,24.9,70.7,598,Sandy Loam,15,0
2017,8,Udaipur,Rajasthan,153.73,49.07,22.0,83.1,598,Sandy Loam,15,0
2018,8,Udaipur,Rajasthan,251.6,112.72,22.9,78.9,598,Sandy Loam,15,1
2019,8,Udaipur,Rajasthan,366.78,164.93,22.4,83.8,598,Sandy Loam,15,1
2020,8,Udaipur,Rajasthan,256.73,90.9,28.2,75.3,598,Sandy Loam,15,0
2021,8,Udaipur,Rajasthan,260.88,123.53,25.1,89.5,598,Sandy Loam,15,1
2022,8,Udaipur,Rajasthan,368.59,151.23,23.4,72.6,598,Sandy Loam,15,1
2023,8,Udaipur,Rajasthan,416.47,195.47,22.0,87.4,598,Sandy Loam,15,1
2024,8,Udaipur,Rajasthan,225.43,60.87,23.6,93.9,598,Sandy Loam,15,1
2025,8,Udaipur,Rajasthan,305.15,90.09,24.9,76.6,598,Sandy Loam,15,1
2015,9,Udaipur,Rajasthan,79.63,19.07,24.7,57.1,598,Sandy Loam,15,0
2016,9,Udaipur,Rajasthan,124.72,32.78,26.6,50.7,598,Sandy Loam,15,0
2017,9,Udaipur,Rajasthan,10.0,2.69,26.1,54.5,598,Sandy Loam,15,0
2018,9,Udaipur,Rajasthan,111.11,36.6,29.8,94.4,598,Sandy Loam,15,1
2019,9,Udaipur,Rajasthan,10.0,2.47,25.1,45.1,598,Sandy Loam,15,0
2020,9,Udaipur,Rajasthan,10.0,4.92,27.1,58.6,598,Sandy Loam,15,0
2021,9,Udaipur,Rajasthan,433.64,144.24,25.3,82.6,598,Sandy Loam,15,1
2022,9,Udaipur,Rajasthan,10.0,3.97,28.0,84.6,598,Sandy Loam,15,0
2023,9,Udaipur,Rajasthan,21.45,5.63,29.0,88.3,598,Sandy Loam,15,0
2024,9,Udaipur,Rajasthan,178.1,74.5,26.1,74.8,598,Sandy Loam,15,0
2025,9,Udaipur,Rajasthan,140.74,58.01,29.5,93.2,598,Sandy Loam,15,1
2015,10,Udaipur,Rajasthan,100.57,49.33,28.7,61.3,598,Sandy Loam,15,0
2016,10,Udaipur,Rajasthan,315.85,131.67,24.7,77.5,598,Sandy Loam,15,1
2017,10,Udaipur,Rajasthan,186.17,47.82,24.9,75.4,598,Sandy Loam,15,0
2018,10,Udaipur,Rajasthan,10.0,2.65,29.7,67.7,598,Sandy Loam,15,0
2019,10,Udaipur,Rajasthan,367.9,114.93,26.1,94.2,598,Sandy Loam,15,1
2020,10,Udaipur,Rajasthan,142.25,36.79,26.5,68.1,598,Sandy Loam,15,0
2021,10,Udaipur,Rajasthan,63.51,23.88,26.0,54.4,598,Sandy Loam,15,0
2022,10,Udaipur,Rajasthan,389.07,107.17,28.5,80.7,598,Sandy Loam,15,1
2023,10,Udaipur,Rajasthan,199.08,76.01,25.0,48.0,598,Sandy Loam,15,0
2024,10,Udaipur,Rajasthan,455.58,211.53,25.4,63.2,598,Sandy Loam,15,0
2025,10,Udaipur,Rajasthan,177.89,55.46,30.6,65.7,598,Sandy Loam,15,0
2015,11,Udaipur,Rajasthan,172.87,73.75,26.1,61.7,598,Sandy Loam,15,0
2016,11,Udaipur,Rajasthan,169.52,63.51,27.4,64.9,598,Sandy Loam,15,0
2017,11,Udaipur,Rajasthan,15.47,4.78,26.3,61.5,598,Sandy Loam,15,0
2018,11,Udaipur,Rajasthan,176.65,81.07,28.2,72.5,598,Sandy Loam,15,0
2019,11,Udaipur,Rajasthan,195.25,75.34,26.7,83.9,598,Sandy Loam,15,1
2020,11,Udaipur,Rajasthan,515.31,243.86,30.2,90.2,598,Sandy Loam,15,1
2021,11,Udaipur,Rajasthan,137.2,50.37,31.1,45.6,598,Sandy Loam,15,0
2022,11,Udaipur,Rajasthan,140.55,33.99,24.6,52.6,598,Sandy Loam,15,0
2023,11,Udaipur,Rajasthan,113.43,45.98,25.4,72.0,598,Sandy Loam,15,0
2024,11,Udaipur,Rajasthan,10.0,2.93,29.1,47.3,598,Sandy Loam,15,0
2025,11,Udaipur,Rajasthan,55.35,16.56,31.9,86.1,598,Sandy Loam,15,0
2015,12,Udaipur,Rajasthan,15.23,3.7,26.0,72.8,598,Sandy Loam,15,0
2016,12,Udaipur,Rajasthan,10.0,4.15,30.3,58.4,598,Sandy Loam,15,0
2017,12,Udaipur,Rajasthan,127.9,53.24,30.7,57.1,598,Sandy Loam,15,0
2018,12,Udaipur,Rajasthan,10.0,3.65,32.0,52.2,598,Sandy Loam,15,0
2019,12,Udaipur,Rajasthan,322.69,92.12,27.9,51.4,598,Sandy Loam,15,0
2020,12,Udaipur,Rajasthan,241.99,119.62,25.3,83.7,598,Sandy Loam,15,1
2021,12,Udaipur,Rajasthan,102.38,37.3,25.9,76.6,598,Sandy Loam,15,0
2022,12,Udaipur,Rajasthan,229.44,102.22,26.4,75.3,598,Sandy Loam,15,0
2023,12,Udaipur,Rajasthan,285.79,103.4,27.8,92.3,598,Sandy Loam,15,1
2024,12,Udaipur,Rajasthan,217.33,87.72,26.9,47.0,598,Sandy Loam,15,0
2025,12,Udaipur,Rajasthan,154.13,50.59,29.5,57.3,598,Sandy Loam,15,0
2015,1,Patna,Bihar,273.14,85.47,27.9,83.8,53,Alluvial,1,0
2016,1,Patna,Bihar,250.52,109.91,26.6,70.9,53,Alluvial,1,0
2017,1,Patna,Bihar,55.33,21.62,29.5,63.6,53,Alluvial,1,0
2018,1,Patna,Bihar,313.83,107.13,26.9,74.6,53,Alluvial,1,1
2019,1,Patna,Bihar,10.0,2.15,31.0,79.0,53,Alluvial,1,0
2020,1,Patna,Bihar,10.0,2.67,27.5,68.7,53,Alluvial,1,0
2021,1,Patna,Bihar,195.7,80.1,26.7,65.9,53,Alluvial,1,0
2022,1,Patna,Bihar,13.38,3.76,28.9,53.7,53,Alluvial,1,0
2023,1,Patna,Bihar,131.07,55.93,27.8,63.1,53,Alluvial,1,0
2024,1,Patna,Bihar,484.0,181.76,30.4,100.0,53,Alluvial,1,1
2025,1,Patna,Bihar,319.96,96.25,29.2,86.1,53,Alluvial,1,1
2015,2,Patna,Bihar,254.16,89.74,29.8,74.5,53,Alluvial,1,0
2016,2,Patna,Bihar,194.61,66.32,32.4,49.2,53,Alluvial,1,0
2017,2,Patna,Bihar,180.2,63.07,32.2,48.7,53,Alluvial,1,0
2018,2,Patna,Bihar,339.7,152.92,33.7,78.1,53,Alluvial,1,1
2019,2,Patna,Bihar,149.91,71.32,27.4,58.8,53,Alluvial,1,0
2020,2,Patna,Bihar,10.0,3.89,28.5,49.9,53,Alluvial,1,0
2021,2,Patna,Bihar,176.25,70.47,28.3,99.8,53,Alluvial,1,1
2022,2,Patna,Bihar,115.5,40.27,33.8,81.8,53,Alluvial,1,1
2023,2,Patna,Bihar,10.0,3.56,33.6,60.3,53,Alluvial,1,0
2024,2,Patna,Bihar,10.0,2.33,33.2,44.2,53,Alluvial,1,0
2025,2,Patna,Bihar,224.55,60.74,32.7,50.6,53,Alluvial,1,0
2015,3,Patna,Bihar,207.93,82.92,29.5,76.7,53,Alluvial,1,0
2016,3,Patna,Bihar,10.0,4.7,29.7,46.3,53,Alluvial,1,0
2017,3,Patna,Bihar,348.37,84.15,29.7,79.4,53,Alluvial,1,1
2018,3,Patna,Bihar,191.35,58.31,27.9,71.9,53,Alluvial,1,0
2019,3,Patna,Bihar,125.2,26.12,28.8,63.0,53,Alluvial,1,0
2020,3,Patna,Bihar,382.96,95.68,33.3,63.2,53,Alluvial,1,0
2021,3,Patna,Bihar,39.58,16.66,28.3,59.6,53,Alluvial,1,0
2022,3,Patna,Bihar,72.54,27.56,27.4,68.3,53,Alluvial,1,0
2023,3,Patna,Bihar,10.0,4.94,27.2,60.1,53,Alluvial,1,0
2024,3,Patna,Bihar,250.23,118.02,32.5,63.9,53,Alluvial,1,0
2025,3,Patna,Bihar,110.81,50.89,33.6,47.6,53,Alluvial,1,0
2015,4,Patna,Bihar,62.33,24.3,32.4,45.2,53,Alluvial,1,0
2016,4,Patna,Bihar,10.0,3.74,30.8,58.7,53,Alluvial,1,0
2017,4,Patna,Bihar,10.0,3.74,31.2,51.7,53,Alluvial,1,0
2018,4,Patna,Bihar,132.49,56.34,28.0,31.3,53,Alluvial,1,0
2019,4,Patna,Bihar,17.75,5.68,32.0,85.7,53,Alluvial,1,0
2020,4,Patna,Bihar,185.06,44.99,33.5,26.0,53,Alluvial,1,0
